"","Date","Stream","Added_ugP_L","Final_ugP_L","MassSed_g","P_change_ugP_g","Kd_Pu","ID","SampleDate","Season","Month","AmbP","Discharge","Percentile_flow","Percentile","GageHeight","pH","Model","EPC","NAP","sorp_capacity","Nitrate_Nitrite","Ammonia","Chlorophyll_ug_L","TempC","Turbidity_FNU","SPConductivity_us_cm","gDM_L_avg","gDM_avg","gAFDM_avg","gAFDM_L_avg","ugP_L_avg","ugPP_avg","mean_diam","ug_L_Chla","MeanMassSed_g","percentPP","percentOM","slope_ambP","DOY","mass_sorp_P_DM_m","est_K","est_Qmax","est_NAP","se_K","se_Qmax","se_NAP","t_K","t_Qmax","t_NAP","P_K","P_Qmax","P_NAP","P_change_ugP_gMOD","EPC0","EPCdif","P_change_ugP_gMODatAmb","sorp_capacityJMH"
"1",2019-03-10,"LFR",0,20.50560248,0.2089,-3.92639587936812,-191.47917663954,"LFR_2019-03-10","3/10/19","Spring",3,342.93,250,98,"high",8.58,8.6,"Langmuir",20.19,56.41,150.4,1787.33,226.8,8.79,2.465,1033.03,135.2,1.080994444,0.0169783,0.002147733,0.13714125,1014.28861,5.071443052,5.613658537,3.183333333,0.214866667,0.029870146,12.64987072,9.74469888,69,45.35230623,0.0185725189693986,206.826281102957,56.4156136846651,0.0105689305606422,12.9930912953178,25.0494614571418,1.75727514367074,15.9181734663474,2.25216872551089,0.177121336879894,0.000539082220154412,0.109717635489286,0.627797862666078,20.1952794833922,0.00527948339221851,122.343873264414,150.416281102957
"2",2019-03-10,"LFR",77.43,22.81392547,0.2199,9.93471114688495,435.466976516118,"LFR_2019-03-10","3/10/19","Spring",3,342.93,250,98,"high",8.58,8.6,"Langmuir",20.19,56.41,150.4,1787.33,226.8,8.79,2.465,1033.03,135.2,1.080994444,0.0169783,0.002147733,0.13714125,1014.28861,5.071443052,5.613658537,3.183333333,0.214866667,0.029870146,12.64987072,9.74469888,69,45.35230623,0.0185725189693986,206.826281102957,56.4156136846651,0.0105689305606422,12.9930912953178,25.0494614571418,1.75727514367074,15.9181734663474,2.25216872551089,0.177121336879894,0.000539082220154412,0.109717635489286,5.13811800540424,20.1952794833922,0.00527948339221851,122.343873264414,150.416281102957
"3",2019-03-10,"LFR",154.85,32.81665839,0.2216,22.0276789909747,671.234673841352,"LFR_2019-03-10","3/10/19","Spring",3,342.93,250,98,"high",8.58,8.6,"Langmuir",20.19,56.41,150.4,1787.33,226.8,8.79,2.465,1033.03,135.2,1.080994444,0.0169783,0.002147733,0.13714125,1014.28861,5.071443052,5.613658537,3.183333333,0.214866667,0.029870146,12.64987072,9.74469888,69,45.35230623,0.0185725189693986,206.826281102957,56.4156136846651,0.0105689305606422,12.9930912953178,25.0494614571418,1.75727514367074,15.9181734663474,2.25216872551089,0.177121336879894,0.000539082220154412,0.109717635489286,21.9062736242839,20.1952794833922,0.00527948339221851,122.343873264414,150.416281102957
"4",2019-03-10,"LFR",309.7,53.59156522,0.2133,48.0278358706048,896.182742068544,"LFR_2019-03-10","3/10/19","Spring",3,342.93,250,98,"high",8.58,8.6,"Langmuir",20.19,56.41,150.4,1787.33,226.8,8.79,2.465,1033.03,135.2,1.080994444,0.0169783,0.002147733,0.13714125,1014.28861,5.071443052,5.613658537,3.183333333,0.214866667,0.029870146,12.64987072,9.74469888,69,45.35230623,0.0185725189693986,206.826281102957,56.4156136846651,0.0105689305606422,12.9930912953178,25.0494614571418,1.75727514367074,15.9181734663474,2.25216872551089,0.177121336879894,0.000539082220154412,0.109717635489286,46.7555108195064,20.1952794833922,0.00527948339221851,122.343873264414,150.416281102957
"5",2019-03-10,"LFR",464.55,91.29417391,0.2149,69.4752584625407,761.004295093695,"LFR_2019-03-10","3/10/19","Spring",3,342.93,250,98,"high",8.58,8.6,"Langmuir",20.19,56.41,150.4,1787.33,226.8,8.79,2.465,1033.03,135.2,1.080994444,0.0169783,0.002147733,0.13714125,1014.28861,5.071443052,5.613658537,3.183333333,0.214866667,0.029870146,12.64987072,9.74469888,69,45.35230623,0.0185725189693986,206.826281102957,56.4156136846651,0.0105689305606422,12.9930912953178,25.0494614571418,1.75727514367074,15.9181734663474,2.25216872551089,0.177121336879894,0.000539082220154412,0.109717635489286,73.6822443640293,20.1952794833922,0.00527948339221851,122.343873264414,150.416281102957
"6",2019-03-10,"LFR",619.4,124.3801366,0.2188,90.4972327970749,727.585893301511,"LFR_2019-03-10","3/10/19","Spring",3,342.93,250,98,"high",8.58,8.6,"Langmuir",20.19,56.41,150.4,1787.33,226.8,8.79,2.465,1033.03,135.2,1.080994444,0.0169783,0.002147733,0.13714125,1014.28861,5.071443052,5.613658537,3.183333333,0.214866667,0.029870146,12.64987072,9.74469888,69,45.35230623,0.0185725189693986,206.826281102957,56.4156136846651,0.0105689305606422,12.9930912953178,25.0494614571418,1.75727514367074,15.9181734663474,2.25216872551089,0.177121336879894,0.000539082220154412,0.109717635489286,87.9263761718926,20.1952794833922,0.00527948339221851,122.343873264414,150.416281102957
"7",2019-03-10,"Platter",0,42.8193913,0.1563,-10.9582575303903,-255.918106206014,"Platter_2019-03-10","3/10/19","Spring",3,565.14,335,97.7,"high",6.27,7.99,"Langmuir",55.43,53.51,134.67,2216.66,349.07,10.7,1.81,519.49,183.9,0.593405556,0.010948,0.001856433,0.101385556,532.1681056,3.02022418,8.734444444,4.271428571,0.196066667,0.027586995,16.95682316,23.961936,69,122.2132062,0.00716914418810332,188.18861767038,53.519496315328,0.00429683010931011,15.5068893866336,21.699564284213,1.6684728057015,12.1358070582868,2.46638575845806,0.193813769047765,0.00120434149909356,0.0903536797193313,-9.31842967902818,55.4340584990453,0.00405849904527145,97.415631407559,134.67861767038
"8",2019-03-10,"Platter",77.43,59.36237267,0.1563,4.62383296992962,77.8916468793097,"Platter_2019-03-10","3/10/19","Spring",3,565.14,335,97.7,"high",6.27,7.99,"Langmuir",55.43,53.51,134.67,2216.66,349.07,10.7,1.81,519.49,183.9,0.593405556,0.010948,0.001856433,0.101385556,532.1681056,3.02022418,8.734444444,4.271428571,0.196066667,0.027586995,16.95682316,23.961936,69,122.2132062,0.00716914418810332,188.18861767038,53.519496315328,0.00429683010931011,15.5068893866336,21.699564284213,1.6684728057015,12.1358070582868,2.46638575845806,0.193813769047765,0.00120434149909356,0.0903536797193313,2.66042334975734,55.4340584990453,0.00405849904527145,97.415631407559,134.67861767038
"9",2019-03-10,"Platter",154.85,83.98448447,0.1644,17.242217890511,205.302419837679,"Platter_2019-03-10","3/10/19","Spring",3,565.14,335,97.7,"high",6.27,7.99,"Langmuir",55.43,53.51,134.67,2216.66,349.07,10.7,1.81,519.49,183.9,0.593405556,0.010948,0.001856433,0.101385556,532.1681056,3.02022418,8.734444444,4.271428571,0.196066667,0.027586995,16.95682316,23.961936,69,122.2132062,0.00716914418810332,188.18861767038,53.519496315328,0.00429683010931011,15.5068893866336,21.699564284213,1.6684728057015,12.1358070582868,2.46638575845806,0.193813769047765,0.00120434149909356,0.0903536797193313,17.2051775892531,55.4340584990453,0.00405849904527145,97.415631407559,134.67861767038
"10",2019-03-10,"Platter",309.7,138.9995155,0.1624,42.0444543103448,302.479142888414,"Platter_2019-03-10","3/10/19","Spring",3,565.14,335,97.7,"high",6.27,7.99,"Langmuir",55.43,53.51,134.67,2216.66,349.07,10.7,1.81,519.49,183.9,0.593405556,0.010948,0.001856433,0.101385556,532.1681056,3.02022418,8.734444444,4.271428571,0.196066667,0.027586995,16.95682316,23.961936,69,122.2132062,0.00716914418810332,188.18861767038,53.519496315328,0.00429683010931011,15.5068893866336,21.699564284213,1.6684728057015,12.1358070582868,2.46638575845806,0.193813769047765,0.00120434149909356,0.0903536797193313,40.4102161442428,55.4340584990453,0.00405849904527145,97.415631407559,134.67861767038
